user_score,rating,title,metascore,platform,genre,developer
6.9,E,Chronicles of Teddy: Harmony of Exidus,79,PS4,"Role-Playing,General,Action Adventure,Open-World","Aksys Games, LookAtMyGame"
7.4,E,MLB The Show 16,85,PS4,"Sports,Team,Baseball,Arcade,Sim",SCEA San Diego Studios
7.0,M,The Walking Dead: Michonne - Episode 2: Give No Shelter,82,PS4,"Adventure,3D,Third-Person",Telltale Games
6.1,E10+,Minecraft: Story Mode - Episode 5: Order Up!,72,PS4,"Action Adventure,Adventure,Point-and-Click,Linear",Telltale Games
7.4,T,Nights of Azure,67,PS4,"Role-Playing,Action RPG",Gust
5.7,E,Adam's Venture: Origins,53,PS4,"Adventure,Point-and-Click",Vertigo Games
5.9,T,Star Wars Battlefront: Outer Rim,70,PS4,"Action,Shooter,First-Person,Tactical",EA DICE
7.1,E,Stikbold! A Dodgeball Adventure,75,PS4,"Action,Arcade",Reign Bros
7.0,E,Bounce Rescue!,56,PS4,"Action,Platformer,2D",Bitecore
5.9,E,Dead Star,70,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Armature Studio
7.7,E10+,Shantae and the Pirate's Curse,75,PS4,"Action,Platformer,2D",WayForward
7.3,T,Risk of Rain,81,PS4,"Action,Platformer,2D",Hopoo Games
7.7,E10+,Enter the Gungeon,82,PS4,"Action,General",Dodge Roll
6.9,T,My Night Job,60,PS4,"Action,Platformer,2D",Webcore Games
7.9,E,DiRT Rally,85,PS4,"Racing,Simulation,Automobile",Codemasters
8.2,T,Valkyria Chronicles Remastered,84,PS4,"Strategy,Turn-Based,Tactics",Sega
6.3,E,Letter Quest: Grimm's Journey Remastered,73,PS4,"Puzzle,Logic",Bacon Bandit Games
6.9,M,Shadwen,51,PS4,"Action Adventure,General","Frozenbyte, Inc."
5.8,E,VEV: Viva Ex Vivo,50,PS4,"Action Adventure,General",Truant Pixel
8.3,M,DOOM,85,PS4,"Sci-Fi,Third-Person,Action,Shooter,First-Person,Arcade",id Software
7.5,E10+,Life Goes On: Done to Death,77,PS4,"Action,Platformer,2D",Infinite Monkeys
8.3,T,Uncharted 4: A Thief's End,93,PS4,"General,Modern,Action Adventure,Linear",Naughty Dog
7.1,E,Downwell,80,PS4,"Action,General",Moppin
4.0,M,Homefront: The Revolution,48,PS4,"Modern,Action,Shooter,First-Person,Arcade",Deep Silver Dambuster Studios
6.3,M,Fallout 4: Far Harbor,75,PS4,"Role-Playing,Western-Style",Bethesda Game Studios
7.4,M,Shadow of the Beast,64,PS4,"Sci-Fi,Action Adventure,General",Heavy Spectrum
7.3,T,Dungeons 2,61,PS4,"Strategy,General",Kalypso
5.9,E10+,Lumo,73,PS4,"Action,Adventure,General,Platformer,3D",Triple Eh? Ltd
6.3,T,Overwatch,90,PS4,"Action,Shooter,First-Person,Tactical",Blizzard Entertainment
5.5,T,Teenage Mutant Ninja Turtles: Mutants in Manhattan,44,PS4,"Action,Beat-'Em-Up,3D",PlatinumGames
7.9,T,Oxenfree,79,PS4,"Action Adventure,General",Night School Studio
8.8,M,The Witcher 3: Wild Hunt - Blood and Wine,91,PS4,"Role-Playing,Action RPG",CD Projekt Red Studio
7.9,E,Score Rush Extended,80,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Xona Games
6.4,M,Dead Island: Definitive Collection,63,PS4,"Miscellaneous,Compilation",Techland
7.3,,Hitman - Episode 3: Marrakesh,75,PS4,"Action Adventure,General",Io Interactive
6.9,T,Shadow Blade: Reload,63,PS4,"Action,General",Dead Mage
7.4,T,One Piece: Burning Blood,66,PS4,"Action,Fighting,3D",Spike Chunsoft
6.8,M,Hard Reset Redux,69,PS4,"Action,Shooter,First-Person,Arcade",Flying Wild Hog
6.7,T,Neon Chrome,63,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down","10tons Entertainment, 10tons"
6.5,M,Dead Island: Retro Revenge,65,PS4,"Action,Beat-'Em-Up,2D","Techland, Empty Clip Studios"
7.3,T,Anima: Gate of Memories,52,PS4,"Role-Playing,Action RPG","Edge Entertainment, Anima Project"
7.8,T,Atelier Sophie: The Alchemist of the Mysterious Book,75,PS4,"Role-Playing,Japanese-Style",Gust
6.4,E10+,Minecraft: Story Mode - Episode 6: A Portal to Mystery,69,PS4,"Action Adventure,Adventure,Point-and-Click,Linear",Telltale Games
4.9,E,Dangerous Golf,56,PS4,"Sports,Individual,Golf,Arcade",Three Fields Entertainment
8.3,T,Odin Sphere Leifthrasir,87,PS4,"Role-Playing,Action RPG",Vanillaware
5.5,T,Mirror's Edge Catalyst,69,PS4,"Action,Shooter,First-Person,Modern,Modern,Modern,Action Adventure,General",EA DICE
4.8,T,Soul Axiom,47,PS4,"Adventure,3D,First-Person",Wales Interactive Ltd.
8.3,T,Guilty Gear Xrd -REVELATOR-,86,PS4,"Action,Fighting,2D",Arc System Works
5.0,E,Fenix Furia,71,PS4,"Action,Platformer,2D",Green Lava Studios
7.5,E10+,SteamWorld Heist,83,PS4,"Strategy,Turn-Based,General",Image & Form
5.5,,Just Cause 3: Mech Land Assault,64,PS4,"Action Adventure,Open-World",Avalanche Studios
6.2,T,Trials of the Blood Dragon,55,PS4,"Action,Platformer,2D",RedLynx
7.4,E,Tour de France 2016,61,PS4,"Sports,Individual,Biking",Koch Media
5.2,T,Asemblance,61,PS4,"Adventure,3D,First-Person",Nilo Studios
7.6,E,Pac-Man 256,79,PS4,"Action,General,Arcade",HIPSTER WHALE
7.6,E,Valentino Rossi The Game,75,PS4,"Racing,Simulation,Automobile","Milestone, Milestone S.r.l"
7.8,T,Grand Kingdom,78,PS4,"Strategy,Turn-Based,Tactics",Spike Chunsoft
7.3,E,MXGP2: The Official Motocross Videogame,65,PS4,"Racing,Simulation,Automobile",Milestone S.r.l
7.2,M,Deadlight: Director's Cut,70,PS4,"Action,Platformer,2D",Tequila Works
4.7,E,Dino Dini's Kick Off Revival,31,PS4,"Sports,Team,Soccer,Arcade","The Digital Lounge, Dino Dini"
6.5,E,N.E.R.O.: Nothing Ever Remains Obscure,59,PS4,"Adventure,Puzzle,General,3D,First-Person","Vertigo Games, Storm in a Teacup"
7.0,E10+,Heart&Slash,76,PS4,"Action,General",AHEARTFULOFGAMES
3.5,E10+,Mighty No. 9,52,PS4,"Platformer,2D,Action,Platformer,2D",Inti Creates
5.5,,Tom Clancy's The Division - Underground,64,PS4,"Action,Shooter,Third-Person,Arcade",Massive Entertainment
6.0,T,Full Mojo Rampage,66,PS4,"Role-Playing,Action RPG",Over the Top Games
2.5,M,Umbrella Corps,38,PS4,"Action,Shooter,Third-Person,Tactical",Capcom
7.4,M,Prison Architect,80,PS4,"Strategy,General,Management,Business / Tycoon","Introversion, Double Eleven"
7.4,M,Resident Evil 5,69,PS4,"Action Adventure,Survival",Capcom
5.8,M,7 Days to Die,45,PS4,"Action,Action Adventure,Shooter,Sandbox,First-Person,Arcade",The Fun Pimps
5.8,T,Star Ocean: Integrity and Faithlessness,58,PS4,"Role-Playing,Action RPG,Japanese-Style",Tri-Ace
6.7,M,The Technomancer,60,PS4,"Role-Playing,General,Western-Style",Spiders
7.4,T,JoJo's Bizarre Adventure: Eyes of Heaven,61,PS4,"Action,Fighting,3D",CyberConnect2
7.2,T,God Eater Resurrection,70,PS4,"Role-Playing,Action RPG","Shift, Bandai Namco Games"
6.2,,Lost Sea,59,PS4,"Strategy,General",EastAsiaSoft
7.1,E10+,Romance of the Three Kingdoms XIII,67,PS4,"Strategy,Turn-Based,4X",Koei Tecmo Games
5.8,M,Carmageddon: Max Damage,51,PS4,"Racing,Arcade,Automobile",Stainless Games
4.2,E,Energy Hook,22,PS4,"Driving,Racing,Arcade,Futuristic",Happion Laboratories
7.7,T,The Banner Saga 2,78,PS4,"Role-Playing,General,Strategy,Turn-Based,Tactics",Stoic
7.6,E10+,LEGO Star Wars: The Force Awakens,78,PS4,"Action Adventure,General",TT Games
7.4,M,Dex,67,PS4,"Role-Playing,Action RPG","Dreadlocks Ltd, Dreadlocks"
7.6,M,Furi,77,PS4,"Action,Fighting,3D",The Game Bakers
5.7,T,HAWKEN,58,PS4,"Action,General,Shooter,First-Person,Tactical","Reloaded Games Inc., Reloaded Games"
7.1,E,Song of the Deep,69,PS4,"Action Adventure,General",Insomniac Games
6.0,T,Daydreamer: Awakened Edition,68,PS4,"Action,Platformer,2D",Roland Studios
1.0,E10+,Ghostbusters,30,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down","Activision, FireForge Games"
7.4,T,Kill Strain,53,PS4,"Action,General",SCEA San Diego Studios
5.2,E10+,MilitAnt,44,PS4,"Action,Platformer,Shooter,2D,Shoot-'Em-Up,Vertical",Xibalba Studios
6.2,E,Kerbal Space Program,77,PS4,"Simulation,Space,Combat",Flying Tiger Development
5.1,T,ADR1FT,56,PS4,"Action,Action Adventure,General,Survival",Three One Zero
1.9,T,Orc Slayer,15,PS4,"Action,Shooter,First-Person,Arcade",Cooply Solutions
7.3,,Hitman: Summer Bonus Episode,79,PS4,"Action Adventure,General",Io Interactive
7.4,E10+,Assault Suit Leynos,67,PS4,"Action,Shooter,Shoot-'Em-Up,Horizontal",Dracue
4.6,T,Lifeless Planet: Premier Edition,60,PS4,"Action Adventure,General",Stage 2 Studios
5.3,T,10 Second Ninja X,76,PS4,"Action,Platformer,2D",GameDesignDan
7.0,T,Neverwinter,74,PS4,"Role-Playing,Massively Multiplayer",Cryptic Studios
8.2,E,F1 2016,82,PS4,"Racing,Simulation,Automobile",Codemasters
6.3,E,Grow Up,70,PS4,"Action Adventure,Open-World",Ubisoft Reflections
6.2,E10+,Moon Hunters,63,PS4,"Role-Playing,Action RPG",Kitfox Games
7.5,E10+,I Am Setsuna,74,PS4,"Role-Playing,Japanese-Style",Tokyo RPG Factory
8.3,M,INSIDE,91,PS4,"Action,Platformer,2D",PLAYDEAD
7.3,E,Absolute Drift: Zen Edition,78,PS4,"Racing,Arcade,Automobile",Flippfly
7.3,T,Valley,72,PS4,"Action Adventure,Open-World",Blue Isle Studios
7.3,E10+,Worms W.M.D,78,PS4,"Strategy,Turn-Based,Artillery",Team 17
6.3,E,Metrico+,81,PS4,"Puzzle,Action",Digital Dreams
6.8,T,Alone With You,72,PS4,"Adventure,General",Benjamin Rivers
4.5,E,Madden NFL 17,82,PS4,"Sports,Team,Football,Sim",EA Sports
7.6,M,Deus Ex: Mankind Divided,84,PS4,"Action Adventure,General",Eidos Montreal
8.3,T,The King of Fighters XIV,79,PS4,"Action,Fighting,2D","SNK Playmore, SNK Corporation"
7.4,E,Hue,77,PS4,"Puzzle,Action",Fiddlesticks Games
7.4,M,Verdun,56,PS4,"Action,Shooter,First-Person,Tactical,Arcade","Abstraction Games, Blackmill Games"
6.4,T,The Final Station,68,PS4,"Action Adventure,General,Linear","tinyBuild, Do My Best Games"
8.0,M,Resident Evil 4,82,PS4,"Action Adventure,Survival",Capcom
6.9,M,Attack on Titan,74,PS4,"Action,Beat-'Em-Up,3D",Omega Force
7.6,T,God Eater 2: Rage Burst,69,PS4,"Role-Playing,Action RPG",Shift
7.5,T,Hatsune Miku: Project Diva X,78,PS4,"Action,Rhythm,Music",Sega
5.8,,Fallout 4: Nuka-World,64,PS4,"Role-Playing,Western-Style",Bethesda Game Studios
7.2,T,Livelock,69,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Tuque Games
2.7,,Call of Duty: Black Ops III - Salvation,74,PS4,"Action,Shooter,First-Person,Arcade",Treyarch
4.3,M,One Way Trip,41,PS4,"Action,General",Beret Applications LLC
6.1,E,Assetto Corsa,73,PS4,"Racing,Simulation,Automobile",Kunos Simulazioni
7.0,M,Strike Vector EX,75,PS4,"Action,General,Shooter,First-Person,Arcade","Strike Vector Team, Ragequit Corporation"
6.2,E10+,Dogos,53,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Pablo Testa
7.0,E10+,Just Sing,60,PS4,"Action,Rhythm,Music","Ubisoft, iNiS"
7.4,E10+,Oceanhorn: Monster of Uncharted Seas,66,PS4,"Action Adventure,Open-World",Cornfox & Bros.
6.7,,Dead Rising Triple Pack,71,PS4,Action Adventure,Capcom
7.0,T,Jotun: Valhalla Edition,72,PS4,"Action,General",Thunder Lotus Games
5.1,E10+,Touhou Genso Rondo: Bullet Ballet,55,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down","Mediascape, CUBETYPE"
5.7,T,The Tomorrow Children,54,PS4,"Sci-Fi,Strategy,Real-Time,General",Q-Games
6.9,E10+,Minecraft: Story Mode - Episode 8: A Journey's End?,69,PS4,"Action Adventure,Linear,Adventure,Point-and-Click",Telltale Games
7.4,M,Dead Rising,78,PS4,"Action Adventure,Open-World",Capcom
7.8,E,Pac-Man Championship Edition 2,77,PS4,"Action,Arcade",Bandai Namco Games
7.2,E10+,RIVE,75,PS4,"Action,Platformer,2D",Two Tribes
8.6,M,BioShock: The Collection,84,PS4,"Action,Shooter,First-Person,Arcade",2K Games
7.2,T,Psycho-Pass: Mandatory Happiness,72,PS4,"Adventure,Visual Novel",5pb
7.4,E,Pro Evolution Soccer 2017,85,PS4,"Sports,Team,Soccer,Sim",Konami
4.4,E,NASCAR Heat Evolution,66,PS4,"Racing,Simulation,Automobile","Monster Games Inc., Dusenberry Martin Racing"
7.2,T,Mount & Blade: Warband,67,PS4,"Role-Playing,Western-Style","Koch Media, Taleworlds"
5.7,E10+,NHL 17,78,PS4,"Sports,Team,Ice Hockey,Sim","EA Canada, EA Vancouver"
3.8,E10+,Blue Rider,62,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Ravegan
6.8,M,Batman: The Telltale Series,68,PS4,"Action,General,Adventure,Point-and-Click",Telltale Games
6.4,M,Filthy Lucre,61,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Fabrik Games
7.4,M,Slain: Back from Hell,68,PS4,"Action,Platformer,2D",Wolf Brew Games
6.3,M,Zenith,46,PS4,"Role-Playing,Action RPG",Infinigon
4.8,,Star Wars Battlefront: Death Star,70,PS4,"Action,Shooter,First-Person,Tactical",EA DICE
6.0,T,The Bunker,69,PS4,"Adventure,Point-and-Click",Splendy Games
7.0,M,Batman: The Telltale Series - Episode 2: Children of Arkham,66,PS4,"Adventure,Point-and-Click",Telltale Games
6.4,E,NBA 2K17,88,PS4,"Sports,Team,Basketball,Sim",Visual Concepts
6.8,T,Dear Esther: Landmark Edition,68,PS4,"Adventure,3D,First-Person",The Chinese Room
7.0,E,Driveclub VR,66,PS4,"Racing,Simulation,Automobile",Evolution Studios
4.8,,Destiny: Rise of Iron,72,PS4,"Action,Shooter,First-Person,Arcade",Bungie
7.4,T,Touhou: Scarlet Curiosity,58,PS4,"Action Adventure,General",Mediascape
7.1,T,Jazzpunk: Director's Cut,79,PS4,"Adventure,3D,First-Person",Necrophone
5.9,M,Virginia,77,PS4,"Adventure,3D,First-Person",505 Games
5.3,E10+,King's Quest Chapter 4: Snow Place Like Home,67,PS4,"Adventure,General",The Odd Gentlemen
7.3,M,Dead Rising 2,82,PS4,"Action Adventure,Open-World",Blue Castle Games
6.6,T,Lichtspeer,67,PS4,"Action Adventure,General",Lichthund
7.1,,Hitman - Episode 5: Colorado,70,PS4,"Action Adventure,General",Io Interactive
4.8,E,FIFA 17,85,PS4,"Sports,Team,Soccer,Sim","EA Sports, EA Vancouver"
7.0,M,Deus Ex: Mankind Divided - System Rift,75,PS4,"Action Adventure,General",Eidos Montreal
7.6,T,XCOM 2,87,PS4,"Strategy,Turn-Based,General,Tactics",Firaxis Games
7.2,M,Dead Synchronicity: Tomorrow Comes Today,69,PS4,"Adventure,Point-and-Click",Fictiorama Studios
6.3,E10+,Viking Squad,69,PS4,"Action,Beat-'Em-Up,2D",Slick Entertainment Inc.
7.6,T,Darkest Dungeon,83,PS4,"Role-Playing,General",Red Hook Studios
5.8,T,A Bastard's Tale,48,PS4,"Action,Fighting,2D",No Pest Productions
5.2,M,Mafia III,68,PS4,"Action Adventure,Open-World",Hangar 13
7.3,E,Shu,77,PS4,"Action,Platformer,2D",Coatsink Software
6.5,E,Hustle Kings VR,52,PS4,"Miscellaneous,Compilation","Sony Interactive Entertainment, EPOS Game Studios"
6.3,M,Warhammer: End Times - Vermintide,73,PS4,"Action,Shooter,First-Person,Tactical",Fatshark AB
6.0,E,WRC 6: World Rally Championship,66,PS4,"Racing,Simulation,Automobile",Kylotonn
6.3,E10+,Super Stardust Ultra VR,66,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Sony Interactive Entertainment
7.8,E,The Playroom VR,77,PS4,"Miscellaneous,Party / Minigame",Sony Interactive Entertainment
6.6,M,PlayStation VR WORLDS,59,PS4,"Miscellaneous,Party / Minigame","SCEE London Studio, Sony Interactive Entertainment"
6.2,E,Harmonix Music VR,44,PS4,"Action,Rhythm,Dancing",Harmonix Music Systems
7.4,M,Aragami,71,PS4,"Action Adventure,General",Lince Works
7.1,E,Tumble VR,69,PS4,"Puzzle,Stacking",SuperMassive Games
5.9,T,Manual Samuel,52,PS4,"Adventure,Role-Playing,General",Perfectly Paranormal
6.9,T,Wayward Sky,72,PS4,"Action,General",Uber Entertainment
7.3,M,Duke Nukem 3D: 20th Anniversary World Tour,77,PS4,"Action,Shooter,First-Person,Arcade",Gearbox Software
7.1,E10+,Thumper,84,PS4,"Action,Rhythm,Music","drool Games, Drool"
8.2,M,Rise of the Tomb Raider: 20 Year Celebration,88,PS4,"Action Adventure,Linear","Crystal Dynamics, Nixxes Software"
6.3,T,WWE 2K17,69,PS4,"Sports,Individual,Combat,Wrestling",Yuke's
7.2,M,Batman: Arkham VR,74,PS4,"Action,General",Rocksteady Studios
8.1,E10+,Dragon Quest Builders,83,PS4,"Action Adventure,Sandbox",Square Enix
7.0,M,The Brookhaven Experiment,68,PS4,"Action,Shooter,First-Person,Arcade",Phosphor Games
6.8,E,Ginger: Beyond the Crystal,61,PS4,"Action,Platformer,3D",Drakhar Studio
7.4,E,Mantis Burn Racing,71,PS4,"Racing,Arcade,Automobile",VooFoo Studios
7.1,M,Dark Souls III: Ashes of Ariandel,71,PS4,"Role-Playing,Action RPG",From Software
6.7,E10+,Just Dance 2017,73,PS4,"Action,Rhythm,Dancing",Ubisoft Paris
7.3,T,Mark McMorris Infinite Air,50,PS4,"Sports,Individual,Ski / Snowboard",HB Studios Multimedia
7.4,T,Nobunaga's Ambition: Sphere of Influence - Ascension,74,PS4,"Strategy,Turn-Based,General",Koei Tecmo Games
7.7,T,Dragon Ball: Xenoverse 2,72,PS4,"Action,Fighting,3D",Dimps Corporation
7.2,T,Sherlock Holmes: The Devil's Daughter,71,PS4,"Adventure,General",Frogwares
7.5,E10+,Tethered,76,PS4,"Action,General","Secret Sorcery, SECRET SORCERY LIMITED, Secret Sorcery Towers"
7.1,E,Farming Simulator 17,69,PS4,"Simulation,Virtual,Career",Maximum Games
7.3,M,Batman: The Telltale Series - Episode 3: New World Order,74,PS4,"Adventure,Point-and-Click",Telltale Games
6.9,M,The Elder Scrolls V: Skyrim Special Edition,81,PS4,"Role-Playing,Western-Style",Bethesda Game Studios
7.6,E10+,World of Final Fantasy,77,PS4,"Role-Playing,Japanese-Style",Square Enix
6.6,,Hitman - Episode 6: Hokkaido,81,PS4,"Action Adventure,General",Io Interactive
3.2,T,Weeping Doll,32,PS4,"Adventure,General",TianShe Media
5.8,E10+,Carnival Games VR,58,PS4,"Action,Miscellaneous,General,Party / Minigame",Cat Daddy Games
8.4,M,Titanfall 2,89,PS4,"Action,Shooter,First-Person,Arcade",Respawn Entertainment
8.0,M,Hitman,84,PS4,"Modern,Action Adventure,General",Io Interactive
6.8,T,Earth's Dawn,68,PS4,"Action,Beat-'Em-Up,2D",One or Eight
2.1,E10+,Super Dungeon Bros,43,PS4,"Action,General",React Games
1.8,E10+,Cartoon Network: Battle Crashers,21,PS4,"Action,Beat-'Em-Up,2D",Magic Pockets
7.9,T,BlazBlue: Central Fiction,84,PS4,"Action,Fighting,2D",Arc System Works
6.9,M,Call of Duty: Modern Warfare Remastered,83,PS4,"Arcade,Action,Shooter,First-Person,Tactical",Infinity Ward
7.4,T,Sword Art Online: Hollow Realization,69,PS4,"Role-Playing,Action RPG","Bandai Namco Games, Aquria"
3.7,M,Call of Duty: Infinite Warfare,77,PS4,"Action,Shooter,First-Person,Tactical",Infinity Ward
7.2,E10+,Ittle Dew 2,75,PS4,"Role-Playing,General,Action RPG",Ludosity Interactive
7.3,,Root Letter,68,PS4,"Adventure,Visual Novel",Kadokawa
7.5,E10+,Eagle Flight,73,PS4,"Action,Simulation,General","Ubisoft, FunHouse"
5.5,E10+,Space Rift: Episode 1,48,PS4,"Action,Shooter,First-Person,Arcade","Webcore Games, Vibrant Core"
6.6,,Robinson: The Journey,64,PS4,"Action Adventure,General",Crytek
7.6,M,Assassin's Creed: The Ezio Collection,72,PS4,"Miscellaneous,Compilation",Ubisoft Montreal
7.4,T,Silence,72,PS4,"Adventure,General",Daedalic Entertainment
7.9,M,Dishonored 2,88,PS4,"Action Adventure,General",Arkane Studios
7.0,M,Yesterday Origins,73,PS4,"Adventure,Point-and-Click",Pendulo Studios
6.8,M,Batman: The Telltale Series - Episode 4: Guardian of Gotham,73,PS4,"Adventure,Point-and-Click",Telltale Games
7.8,M,Watch Dogs 2,82,PS4,"Action Adventure,Open-World",Ubisoft Montreal
7.4,M,Killing Floor 2,75,PS4,"Action,Shooter,First-Person,Arcade",Tripwire Interactive
6.3,E,Alchemic Jousts,65,PS4,"Strategy,Real-Time,Defense",Lunatic Pixels
2.9,,The Crew: Calling All Units,49,PS4,"Racing,Simulation,Automobile",Ubisoft
5.5,T,Crystal Rift,37,PS4,"Role-Playing,Western-Style",Psytec Games Ltd
7.5,M,Darksiders: Warmastered Edition,81,PS4,"Action Adventure,Open-World",Nordic Games Publishing
7.3,M,Amnesia Collection,78,PS4,"Miscellaneous,Compilation",Frictional Games
6.5,E10+,A King's Tale: Final Fantasy XV,65,PS4,"Action,Beat-'Em-Up,2D",Square Enix
7.2,E,Aqua Moto Racing Utopia,64,PS4,"Racing,Arcade,Other",Zordix
8.2,M,Steins;Gate 0,81,PS4,"Adventure,Visual Novel",5pb
7.0,E10+,Pinball FX2 VR,80,PS4,"Action,Miscellaneous,General,Pinball",Zen Studios
5.9,M,The Dwarves,60,PS4,"Role-Playing,General",Nordic Games Publishing
6.2,T,Deponia,71,PS4,"Adventure,General",Daedalic Entertainment
3.3,T,Surgeon Simulator: Experience Reality,43,PS4,"Simulation,Virtual,Career",Bossa Studios
7.5,T,Final Fantasy XV,81,PS4,"Action RPG,Role-Playing,Action RPG",Square Enix
5.3,E,How We Soar,67,PS4,"Action,General",Penny Black Studios
5.4,E10+,Lara Croft GO,84,PS4,"Strategy,Turn-Based,General",Square Enix
6.8,T,Ultimate Marvel vs. Capcom 3,77,PS4,"Action,Fighting,2D",Capcom
6.6,T,Steep,71,PS4,"Sports,Individual,Ski / Snowboard",Ubisoft Annecy
6.5,M,Mother Russia Bleeds,73,PS4,"Action,Beat-'Em-Up,2D",Le Cartel Studio
6.7,M,Batman: The Telltale Series - Episode 5: City of Light,67,PS4,"Adventure,Point-and-Click",Telltale Games
7.4,M,Let It Die,72,PS4,"Action,General",Grasshopper Manufacture
8.2,T,The Last Guardian,82,PS4,"Fantasy,Fantasy,Action Adventure,Linear",SCE Japan Studio
5.8,T,Her Majesty's SPIFFING,74,PS4,"Adventure,General",BillyGoat Entertainment Ltd
7.2,E,Werewolves Within,76,PS4,"Miscellaneous,Party / Minigame",Ubisoft
5.3,E,Bridge Constructor,66,PS4,"Simulation,Virtual,Career",ClockStone Software
6.9,E10+,The Little Acre,67,PS4,"Action Adventure,Linear",Curve Digital
7.3,E10+,I Expect You To Die,82,PS4,"Adventure,3D,First-Person",Schell Games
5.0,E,Drive!Drive!Drive!,59,PS4,"Racing,Arcade,Automobile",different cloth
6.8,M,8DAYS,61,PS4,"Action,Shooter,Shoot-'Em-Up,Top-Down",Santa Clara Games
4.4,T,Lethal VR,56,PS4,"Action,Shooter,First-Person,Arcade",Team 17
5.1,M,Uncanny Valley,52,PS4,"Action Adventure,Survival",Cowardly Creations
6.1,E,VR Ping Pong,53,PS4,"Sports,Individual,Other",Reddoll Srl
7.8,E10+,Stardew Valley,86,PS4,"Role-Playing,General","Sickhead Games, LLC, Eric Barone"
5.3,M,Resident Evil 7: biohazard - Banned Footage Vol. 2,67,PS4,"Action Adventure,Survival",Capcom
8.5,M,Nioh,88,PS4,"Role-Playing,Action RPG",Team Ninja
7.3,E10+,Typoman: Revised,75,PS4,"Action,Platformer,2D",Brainseed Factory
3.5,E,Flywrench,78,PS4,"Action,General",Messhof
6.3,E,Ride 2,69,PS4,"Racing,Simulation,Automobile",Milestone S.r.l
2.9,E,Chime Sharp,76,PS4,"Puzzle,General",Chilled Mouse
6.5,T,Malicious Fallen,62,PS4,"Action,General",Alvion
6.8,M,Sniper Elite 4,77,PS4,"Action,Shooter,First-Person,Tactical",Rebellion
6.9,M,Berserk and the Band of the Hawk,66,PS4,"Action,Beat-'Em-Up,3D",Omega Force
6.7,E10+,Psychonauts in The Rhombus of Ruin,71,PS4,"Action,General",Double Fine Productions
6.7,M,Deus Ex: Mankind Divided - A Criminal Past,81,PS4,"Action Adventure,General",Eidos Montreal
6.8,T,The Incredible Adventures of Van Helsing: Extended Edition,66,PS4,"Role-Playing,Action RPG",NeocoreGames
7.0,E10+,Ghost Blade HD,62,PS4,"Action,Shooter,Shoot-'Em-Up,Vertical",HUCAST
4.9,E10+,Forma.8,78,PS4,"Action,Platformer,2D",MixedBag Srl
6.1,M,For Honor,78,PS4,"Action Adventure,General",Ubisoft Montreal
6.8,,Torment: Tides of Numenera,76,PS4,"General,Role-Playing,Western-Style",InXile Entertainment
6.5,M,The Walking Dead: The Telltale Series - A New Frontier,73,PS4,"Action,Adventure,General,Point-and-Click",Telltale Games
7.1,T,Night in the Woods,87,PS4,"Fantasy,Action Adventure,General",Infinite Fall
6.0,M,Dying: Reborn,38,PS4,"Adventure,3D,First-Person",Nekcom
4.6,E10+,Darknet,78,PS4,"Puzzle,General",Archiact Interactive Ltd.
6.5,E10+,Talisman: Digital Edition,66,PS4,"Miscellaneous,Board / Card Game",Nomad Games
5.4,E10+,Loot Rascals,71,PS4,"Action Adventure,General",Hollow Ponds
7.3,T,Atelier Firis: The Alchemist and the Mysterious Journey,74,PS4,"Role-Playing,Japanese-Style",Koei Tecmo Games
8.3,T,Horizon Zero Dawn,89,PS4,"Role-Playing,Action RPG",Guerrilla
5.7,T,Unearthing Mars,51,PS4,"Action Adventure,General","Winking Entertainment Corporation, Winking Entertainment"
8.8,M,NieR: Automata,88,PS4,"Role-Playing,Action RPG",PlatinumGames
6.6,E10+,LEGO Worlds,66,PS4,"Action Adventure,Sandbox",TT Games
6.1,M,Tom Clancy's Ghost Recon: Wildlands,70,PS4,"Action Adventure,Open-World",Ubisoft Paris
6.5,E,Disc Jam,72,PS4,"Sports,Team,Futuristic",High Horse Entertainment
7.4,M,2Dark,54,PS4,"Action Adventure,General",Gloomywood
8.3,M,Danganronpa 1-2 Reload,83,PS4,"Miscellaneous,Compilation",Spike Chunsoft
6.3,T,Touhou Double Focus,60,PS4,"Action,Platformer,2D",Aqua Style
7.5,T,Momodora: Reverie Under the Moonlight,76,PS4,"Action,Action Adventure,General,Open-World",Bombservice
5.2,E10+,Trove,65,PS4,"Action Adventure,Sandbox",Trion Worlds
6.7,T,FlatOut 4: Total Insanity,62,PS4,"Racing,Arcade,Automobile","Strategy First, Kylotonn"
7.3,M,Styx: Shards of Darkness,72,PS4,"Action Adventure,General",Cyanide Studios
6.9,T,Touhou Genso Wanderer,70,PS4,"Role-Playing,General,Roguelike",Mediascape
